Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
870,23,82,81,86,5.6,1
871,21,51,64,47,3.6,1
872,21,90,83,60,6.4,1
873,19,54,95,36,6.4,1
874,19,52,75,97,3.4,1
875,21,41,85,47,2.0,1
876,19,67,95,47,0.5,1
877,24,68,81,81,6.0,1
878,25,67,79,37,4.5,1
879,23,60,57,71,1.0,1
880,22,100,97,92,2.6,1
881,18,71,94,53,3.0,1
882,19,78,88,86,5.1,1
883,18,78,64,75,0.6,1
884,22,69,85,69,5.2,1
885,24,81,92,87,6.2,1
886,19,37,51,65,1.5,1
887,21,45,61,56,7.5,1
888,23,43,95,41,0.8,1
889,17,45,48,68,6.2,1
890,19,84,74,64,0.7,1
891,20,91,51,51,5.9,1
892,25,38,39,80,6.7,1
893,22,94,69,91,6.9,1
894,19,57,93,90,7.8,1
895,25,74,79,96,5.1,1
896,25,46,91,74,1.8,1
897,22,54,73,36,3.3,1
898,17,52,79,71,4.2,1
899,24,97,96,73,4.3,1
900,17,72,64,35,6.1,1
901,25,87,90,85,3.0,1
902,20,84,83,63,1.3,1
903,21,65,69,71,0.6,1
904,25,87,59,43,6.5,1
905,19,49,93,92,1.1,1
906,21,97,59,76,5.6,1
907,17,37,58,48,1.2,0
908,21,91,36,64,2.2,1
909,18,98,62,78,1.2,1
910,23,98,82,94,2.5,1
911,17,53,42,69,2.6,1
912,23,95,58,59,0.6,1
913,21,36,50,66,6.5,1
914,23,91,66,39,6.2,1
915,20,47,61,95,3.7,1
916,23,74,76,55,5.5,1
917,17,50,67,96,6.0,1
918,21,41,62,49,1.6,1
919,20,76,36,56,5.1,1
920,21,85,66,36,4.7,1
921,17,95,54,82,4.6,1
922,18,98,46,78,2.0,1
923,17,54,48,51,0.5,1
924,24,79,91,59,1.9,1
925,17,80,52,67,5.5,1
926,17,91,72,97,3.9,1
927,20,79,76,94,4.5,1
928,21,55,43,54,6.9,1
929,24,68,81,93,2.4,1
930,17,99,83,58,6.2,1
931,17,81,65,76,5.0,1
932,18,84,59,98,5.3,1
933,25,71,76,87,1.2,1
934,22,43,40,51,0.9,0
935,19,60,48,97,7.0,1
936,20,84,97,67,0.8,1
937,17,44,36,61,2.9,0
938,24,45,94,42,7.4,1
939,22,88,82,42,4.5,1
940,21,44,73,44,4.2,1
941,20,47,47,64,7.7,1
942,25,59,66,57,3.1,1
943,25,88,48,80,6.0,1
944,24,89,48,56,5.6,1
945,19,99,78,55,4.4,1
946,25,91,80,75,8.0,1
947,25,76,82,87,7.9,1
948,23,76,65,62,6.6,1
949,23,67,81,92,6.1,1
950,24,35,39,71,7.7,0
951,17,73,35,73,4.1,1
952,20,75,37,70,1.7,1
953,25,54,47,39,4.1,0
954,24,52,68,81,2.8,1
955,20,73,46,86,1.9,1
956,20,76,96,57,5.9,1
957,24,47,73,39,6.6,1
958,23,42,77,79,0.6,1
959,23,50,64,36,3.3,1
960,23,40,75,54,0.4,1
961,22,63,54,41,4.0,1
962,23,99,46,63,7.8,1
963,23,85,53,51,2.3,1
964,22,41,86,68,0.7,1
965,18,90,51,52,3.2,1
966,24,97,85,60,4.5,1
967,25,66,66,44,4.9,1
968,21,76,46,49,6.2,1
969,23,79,59,76,3.4,1
970,22,38,74,56,4.8,1
971,22,91,53,91,4.9,1
972,17,64,60,82,7.4,1
973,19,45,49,41,6.1,0
974,20,53,71,36,7.6,1
975,22,49,74,92,5.6,1
976,24,61,62,61,0.2,1
977,25,68,96,53,4.2,1
978,17,40,67,56,3.0,1
979,17,69,41,94,2.3,1
980,17,69,81,48,0.5,1
981,17,84,64,83,2.3,1
982,25,47,75,97,7.8,1
983,25,60,99,93,0.7,1
984,25,37,40,66,7.4,0
985,25,97,85,55,2.4,1
986,17,80,80,73,2.8,1
987,20,99,70,42,8.0,1
988,21,38,70,63,7.0,1
989,19,85,52,46,2.7,1
990,23,64,88,65,4.2,1
991,19,74,77,92,3.4,1
992,25,52,60,52,1.1,1
993,21,52,90,53,5.5,1
994,19,50,58,75,2.5,1
995,19,75,87,87,5.8,1
996,21,70,54,59,3.5,1
997,18,38,69,64,1.1,1
998,20,38,80,45,1.8,1
999,24,95,82,58,1.1,1
1000,23,52,55,59,3.9,1
1001,20,36,69,87,0.3,1
1002,20,60,61,43,5.9,1
1003,19,91,97,76,7.4,1
1004,24,89,86,40,7.1,1
1005,23,85,39,48,5.8,1
1006,24,40,66,85,3.7,1
1007,17,41,59,72,4.5,1
1008,24,73,71,94,3.2,1
1009,19,41,53,94,3.4,1
1010,24,99,49,58,0.7,1
1011,25,87,76,92,1.1,1
1012,17,60,93,46,1.4,1
1013,21,55,50,46,2.6,1
1014,18,81,45,84,5.6,1
1015,25,55,83,83,4.9,1
1016,17,77,54,55,6.1,1
1017,19,41,88,74,1.4,1
1018,21,92,71,58,5.8,1
1019,18,60,35,67,7.2,1
1020,17,98,35,98,3.7,1
1021,20,95,93,87,1.7,1
1022,24,35,66,70,0.6,1
1023,25,61,41,58,6.6,1
1024,19,79,39,53,0.4,1
1025,17,73,77,46,5.3,1
1026,17,57,55,71,0.9,1
1027,25,93,81,39,1.4,1
1028,18,76,82,83,6.1,1
1029,18,43,72,95,6.1,1
1030,19,70,77,87,1.0,1
1031,25,61,42,48,1.7,1
1032,25,96,71,89,7.9,1
1033,22,80,51,98,2.1,1
1034,25,98,98,58,5.8,1
1035,20,59,35,50,5.7,0
1036,17,50,61,88,3.7,1
1037,23,79,62,36,0.4,1
1038,20,67,43,74,5.5,1
1039,21,76,35,49,4.1,1
1040,22,38,57,59,2.7,1
1041,22,96,95,39,6.7,1
1042,19,93,77,94,3.9,1
1043,23,42,73,75,7.4,1
1044,25,61,77,80,4.3,1
1045,18,70,38,78,7.8,1
1046,23,56,84,58,5.0,1
1047,18,74,75,39,6.9,1
1048,21,98,65,82,3.3,1
1049,24,73,62,73,6.6,1
1050,19,39,60,46,0.9,0
1051,24,96,99,54,4.0,1
1052,20,96,74,76,2.7,1
1053,19,47,51,61,6.2,1
1054,17,49,35,74,3.7,1
1055,17,46,77,94,5.5,1
1056,17,74,37,74,0.8,1
1057,20,59,71,70,2.6,1
1058,25,91,50,69,2.6,1
1059,19,49,36,100,1.3,1
1060,18,79,75,69,1.7,1
1061,19,71,66,56,7.5,1
1062,18,78,91,41,2.5,1
1063,19,41,48,84,0.2,1
1064,17,85,57,92,0.7,1
1065,22,60,45,94,2.5,1
1066,19,94,47,93,0.7,1
1067,21,94,95,64,5.5,1
1068,20,68,81,85,1.1,1
1069,19,77,76,93,5.6,1
1070,24,95,49,79,0.2,1
1071,24,56,71,79,3.7,1
1072,19,86,48,76,4.1,1
1073,25,73,94,86,5.2,1
1074,23,66,55,96,1.9,1
1075,23,61,90,90,0.5,1
1076,22,65,57,44,4.4,1
1077,24,94,76,47,0.9,1
1078,24,86,43,48,1.4,1
1079,23,42,46,62,2.6,1
1080,19,35,53,54,7.1,0
1081,24,84,92,60,4.3,1
1082,20,75,73,73,5.5,1
1083,23,79,46,36,5.7,1
1084,25,51,72,42,3.2,1
1085,22,41,35,80,7.2,1
1086,18,38,65,90,6.9,1
1087,23,83,86,83,5.0,1
1088,23,57,95,52,4.4,1
1089,20,81,88,54,4.4,1
1090,21,51,52,36,8.0,0
1091,18,53,97,90,5.2,1
1092,19,88,93,89,0.7,1
1093,19,89,92,84,3.6,1
1094,22,89,35,98,1.8,1
1095,20,69,87,81,5.7,1
1096,17,96,82,49,7.8,1
1097,24,45,53,70,7.7,1
1098,24,46,66,95,4.1,1
1099,18,74,41,78,5.5,1
1100,25,95,93,100,6.2,1
1101,24,77,88,80,4.6,1
1102,21,39,73,68,2.3,1
1103,17,56,41,72,5.0,1
1104,17,45,51,99,2.3,1
1105,18,70,67,51,6.8,1
1106,21,67,36,49,2.2,1
1107,19,54,92,82,7.3,1
1108,19,65,97,58,2.1,1
1109,25,78,45,53,6.9,1
1110,19,87,84,65,6.7,1
1111,24,56,61,79,5.8,1
1112,17,49,41,56,5.1,0
1113,24,73,95,64,3.2,1
1114,23,84,95,68,5.5,1
1115,19,90,36,71,4.2,1
1116,24,75,40,47,3.1,1
1117,25,90,69,77,5.1,1
1118,21,47,67,85,2.1,1
1119,24,65,59,78,6.2,1
1120,19,36,36,43,2.5,0
1121,17,48,92,79,3.3,1
1122,20,67,59,39,5.8,1
1123,17,42,62,50,5.0,1
1124,18,51,83,58,0.7,1
1125,18,67,72,94,5.6,1
1126,18,70,89,76,5.1,1
1127,21,44,70,42,1.3,1
1128,23,42,68,68,3.1,1
1129,19,97,60,85,3.5,1
1130,19,48,53,90,5.2,1
1131,20,48,91,68,4.9,1
1132,18,44,67,92,0.3,1
1133,17,54,35,39,7.2,0
1134,23,77,85,35,2.1,1
1135,25,97,96,90,5.7,1
1136,23,43,63,35,6.8,0
1137,23,96,50,80,7.6,1
1138,22,86,42,46,5.5,1
1139,22,78,45,93,4.3,1
1140,21,57,40,84,5.2,1
1141,20,84,48,80,2.4,1
1142,24,91,59,52,0.7,1
1143,17,65,97,84,1.5,1
1144,18,74,98,92,6.3,1
1145,17,42,78,40,0.3,1
1146,23,93,54,64,0.9,1
1147,18,53,97,37,0.3,1
1148,24,40,66,51,7.3,1
1149,17,41,74,47,1.4,1
1150,24,43,48,49,4.9,0
1151,24,63,43,60,4.8,1
1152,23,86,76,50,2.7,1
1153,25,62,40,57,1.1,1
1154,22,70,53,88,0.5,1
1155,19,56,91,66,5.6,1
1156,17,83,55,37,1.1,1
1157,24,35,57,46,0.6,0
1158,21,95,51,61,3.3,1
1159,19,92,87,65,5.1,1
1160,19,39,58,98,4.9,1
1161,18,73,79,88,5.0,1
1162,17,59,50,47,4.5,1
1163,22,99,63,94,6.9,1
1164,20,59,49,54,2.2,1
1165,24,55,40,41,4.0,0
1166,22,90,67,77,2.3,1
1167,24,41,57,55,0.3,1
1168,17,49,44,65,3.9,1
1169,24,76,88,60,4.7,1
1170,22,49,76,64,1.8,1
1171,18,87,60,83,1.9,1
1172,20,97,41,90,0.6,1
1173,19,93,57,84,1.7,1
1174,22,59,80,69,1.1,1
1175,20,39,42,70,2.7,1
1176,19,94,93,88,0.9,1
1177,19,63,72,55,6.1,1
1178,19,64,46,87,4.6,1
1179,25,62,95,94,3.9,1
1180,21,89,66,66,0.1,1
1181,22,63,54,35,3.5,1
1182,23,40,95,99,7.8,1
1183,17,85,96,47,3.4,1
1184,24,45,36,87,4.0,1
1185,20,72,65,46,1.1,1
1186,17,74,55,93,3.8,1
1187,17,94,52,86,7.8,1
1188,19,82,94,35,6.3,1
1189,18,77,39,72,3.1,1
1190,23,61,45,77,6.0,1
1191,17,81,41,49,4.1,1
1192,23,40,81,81,2.9,1
1193,19,43,61,52,5.2,1
1194,22,49,96,61,1.9,1
1195,20,69,99,89,2.6,1
1196,21,82,79,92,0.4,1
1197,24,50,95,72,4.0,1
1198,24,43,59,93,5.0,1
1199,18,57,71,44,0.6,1
1200,18,49,53,98,1.3,1
1201,19,37,72,88,7.0,1
1202,25,95,79,88,7.5,1
1203,24,37,72,59,5.9,1
1204,18,64,77,87,0.2,1
1205,22,76,97,91,5.2,1
1206,24,51,74,56,2.4,1
1207,21,82,71,41,1.8,1
1208,19,93,56,55,2.8,1
1209,25,57,54,55,2.3,1
1210,20,75,51,91,0.9,1
1211,21,61,39,75,3.0,1
1212,22,92,55,73,1.2,1
1213,18,86,98,53,7.4,1
1214,24,54,35,99,7.4,1
1215,22,72,95,72,5.2,1
1216,19,91,78,49,6.4,1
1217,24,52,49,74,7.2,1
1218,17,63,92,80,3.2,1
1219,18,59,63,70,2.6,1
1220,20,92,46,100,0.2,1
1221,23,75,100,42,1.6,1
1222,22,89,82,84,3.2,1
1223,22,79,79,74,0.1,1
1224,24,46,62,91,7.0,1
1225,23,71,55,89,6.4,1
1226,23,46,53,61,1.1,1
1227,21,77,43,83,3.8,1
1228,18,69,88,57,0.1,1
1229,25,52,60,58,3.7,1
1230,23,97,40,73,2.3,1
1231,21,94,63,38,4.0,1
1232,17,73,95,50,1.2,1
1233,21,97,66,38,3.3,1
1234,18,98,43,81,6.1,1
1235,24,68,95,50,4.5,1
1236,22,37,68,55,4.1,1
1237,17,94,52,80,1.2,1
1238,19,81,88,80,0.4,1
1239,17,44,100,59,2.3,1
1240,19,56,76,75,6.1,1
1241,21,81,47,80,2.2,1
1242,19,71,82,97,0.1,1
1243,23,55,48,62,2.7,1
1244,19,59,49,88,4.0,1
1245,24,49,51,37,7.3,0
1246,24,81,52,91,2.8,1
1247,25,78,57,73,6.1,1
1248,17,50,63,51,6.0,1
1249,19,74,51,61,5.5,1
1250,19,89,49,44,7.8,1
1251,17,90,40,60,6.2,1
1252,18,100,42,95,0.3,1
1253,18,40,43,73,7.3,1
1254,17,50,61,60,6.0,1
1255,19,38,46,53,5.4,0
1256,21,79,80,55,7.6,1
1257,25,65,99,43,6.2,1
1258,18,36,62,59,6.6,1
1259,21,35,47,62,1.4,0
1260,25,95,81,58,6.8,1
1261,24,48,58,80,5.4,1
1262,23,100,64,87,3.4,1
1263,18,75,50,94,6.1,1
1264,18,98,81,71,4.2,1
1265,25,45,76,98,5.8,1
1266,18,93,74,91,3.1,1
1267,20,72,89,59,4.4,1
1268,18,95,82,57,7.2,1
1269,17,97,48,85,8.0,1
1270,24,45,50,53,4.2,0
1271,23,48,56,43,3.2,0
1272,22,78,60,86,7.8,1
1273,18,89,98,70,1.9,1
1274,21,86,80,95,6.1,1
1275,23,100,70,53,7.9,1
1276,24,67,97,98,0.9,1
1277,20,52,38,47,5.0,0
1278,17,98,38,57,6.6,1
1279,23,76,54,73,4.8,1
1280,18,98,94,60,6.1,1
1281,21,97,99,68,5.3,1
1282,25,37,39,90,2.7,1
1283,18,75,83,91,3.1,1
1284,24,57,73,56,0.3,1
1285,24,74,84,97,3.4,1
1286,18,97,95,95,4.6,1
1287,25,99,42,85,6.8,1
1288,21,83,80,71,4.0,1
1289,22,40,51,81,0.5,1
1290,22,38,78,83,6.5,1
1291,18,80,87,79,3.4,1
1292,17,66,65,74,5.3,1
1293,18,43,74,49,7.3,1
1294,22,76,39,93,1.4,1
1295,23,88,69,37,4.5,1
1296,24,75,83,84,4.7,1
1297,22,97,47,61,4.6,1
1298,22,78,56,73,4.0,1
1299,22,60,98,44,7.8,1
1300,25,68,41,73,1.7,1
1301,23,46,47,78,6.4,1
1302,21,95,89,61,0.5,1
1303,22,73,99,73,6.4,1
1304,23,75,60,88,5.3,1
1305,23,100,93,58,2.0,1
1306,17,58,98,62,5.0,1
1307,24,90,42,60,2.1,1
1308,22,65,54,73,3.7,1
1309,23,43,61,87,3.3,1
1310,21,55,67,65,6.6,1
1311,23,54,59,38,1.9,1
1312,20,74,94,97,6.4,1
1313,25,89,39,60,7.9,1
1314,19,38,68,70,2.2,1
1315,25,40,97,37,1.4,1
1316,17,45,75,73,6.9,1
1317,18,87,81,46,7.2,1
1318,23,52,65,49,7.5,1
1319,25,67,98,46,7.5,1
1320,20,75,77,84,4.8,1
1321,20,62,53,48,7.5,1
1322,19,70,91,87,1.7,1
1323,21,42,97,82,6.9,1
1324,18,89,95,66,2.5,1
1325,21,53,81,95,7.0,1
1326,22,37,39,41,6.6,0
1327,20,84,74,81,2.0,1
1328,18,65,91,84,4.3,1
1329,17,85,67,73,7.3,1
1330,18,65,73,61,7.5,1
1331,19,75,87,39,7.3,1
1332,21,97,95,87,6.9,1
1333,22,47,55,68,5.7,1
1334,25,88,76,93,0.5,1
1335,17,58,91,52,6.1,1
1336,17,74,75,45,3.2,1
1337,18,51,87,75,1.3,1
1338,24,52,68,57,3.8,1
1339,22,60,45,88,6.4,1
1340,22,83,63,37,1.5,1
1341,17,64,46,94,7.4,1
1342,20,56,41,86,2.1,1
1343,23,54,46,82,4.8,1
1344,19,50,36,90,7.6,1
1345,24,98,50,63,6.6,1
1346,20,69,71,98,1.5,1
1347,23,61,62,71,1.0,1
1348,20,87,53,38,3.3,1
1349,21,65,92,66,7.8,1
1350,22,93,45,36,4.7,1
1351,24,76,85,62,1.1,1
1352,23,67,44,47,5.7,1
1353,25,77,65,95,0.5,1
1354,22,40,35,67,8.0,0
1355,25,73,85,82,5.0,1
1356,19,40,57,68,7.7,1
1357,19,78,94,51,4.0,1
1358,18,90,53,68,2.5,1
1359,18,51,98,70,2.5,1
1360,22,71,68,68,7.4,1
1361,25,56,75,97,2.5,1
1362,19,91,41,59,4.4,1
1363,19,58,39,95,0.4,1
1364,21,94,90,49,1.3,1
1365,24,80,97,93,0.3,1
1366,24,53,50,79,0.9,1
1367,18,71,58,56,1.6,1
1368,25,62,35,58,6.6,1
1369,23,66,98,47,7.4,1
1370,22,50,85,82,0.2,1
1371,18,54,38,45,6.7,0
1372,24,96,93,69,6.6,1
1373,17,40,92,76,2.6,1
1374,19,41,71,76,1.7,1
1375,17,83,46,86,6.0,1
1376,21,86,46,37,1.4,1
1377,20,86,71,54,1.3,1
1378,18,90,74,51,2.4,1
1379,22,82,100,60,5.3,1
1380,24,84,95,69,3.6,1
1381,23,89,82,58,0.7,1
1382,23,46,40,100,5.0,1
1383,22,63,54,98,7.8,1
1384,25,45,72,94,5.0,1
1385,23,96,73,54,0.6,1
1386,19,73,66,89,5.5,1
1387,21,44,40,100,4.5,1
1388,18,87,47,94,4.1,1
1389,21,45,99,37,2.8,1
1390,18,94,57,58,5.9,1
1391,23,88,73,75,0.4,1
1392,24,92,68,78,6.1,1
1393,19,45,68,48,1.7,1
1394,23,35,85,49,4.3,1
1395,17,96,93,86,1.4,1
1396,24,81,85,73,2.4,1
1397,18,36,59,49,1.0,0
1398,17,59,38,61,5.6,1
1399,24,65,90,59,5.2,1
1400,18,94,53,95,2.4,1
1401,23,56,54,91,0.2,1
1402,24,92,66,60,3.8,1
1403,21,85,41,77,4.6,1
1404,17,90,88,98,0.8,1
1405,25,39,97,86,8.0,1
1406,24,97,64,42,4.1,1
1407,25,75,43,69,0.2,1
1408,23,49,98,79,7.1,1
1409,24,37,55,71,5.6,1
1410,20,91,64,99,3.8,1
1411,20,78,94,51,4.7,1
1412,21,84,88,81,5.8,1
1413,24,55,61,71,6.4,1
1414,18,51,57,60,5.3,1
1415,19,47,88,98,4.8,1
1416,21,41,37,80,1.9,1
1417,21,55,57,99,2.9,1
1418,17,78,90,49,6.5,1
1419,20,63,97,68,1.0,1
1420,22,40,69,54,6.3,1
1421,25,48,41,91,4.8,1
1422,24,49,48,48,7.7,0
1423,25,48,56,50,0.3,1
1424,20,55,72,91,7.3,1
1425,25,47,54,81,4.0,1
1426,22,50,60,91,6.6,1
1427,23,35,66,95,6.2,1
1428,22,56,45,69,2.3,1
1429,22,88,81,66,5.7,1
1430,19,88,64,52,6.0,1
1431,23,87,93,81,3.3,1
1432,17,36,43,45,3.5,0
1433,22,56,90,42,2.5,1
1434,23,54,42,72,6.1,1
1435,23,73,75,79,3.2,1
1436,17,53,86,92,6.6,1
1437,20,91,79,86,7.1,1
1438,20,45,39,77,7.0,1
1439,23,51,71,62,5.8,1
1440,18,74,78,55,4.1,1
1441,17,68,65,73,0.2,1
1442,23,49,42,82,7.9,1
1443,21,80,50,41,5.0,1
1444,18,35,93,78,3.6,1
1445,20,64,79,73,6.4,1
1446,21,52,83,66,5.3,1
1447,18,59,81,93,2.6,1
1448,18,89,87,45,1.2,1
1449,18,51,95,62,0.5,1
1450,24,86,85,68,0.6,1
1451,24,91,97,88,5.1,1
1452,19,51,97,93,1.2,1
1453,19,100,50,62,7.7,1
1454,24,55,82,50,3.8,1
1455,23,82,72,40,0.9,1
1456,25,82,74,82,1.2,1
1457,21,38,53,53,2.4,0
1458,23,74,71,62,0.4,1
1459,19,97,35,50,6.6,1
1460,25,40,88,96,2.8,1
1461,21,78,83,95,4.5,1
1462,19,99,93,92,6.1,1
1463,24,76,46,87,1.2,1
1464,23,85,78,40,1.9,1
1465,24,46,56,38,5.9,0
1466,21,50,45,59,4.5,1
1467,25,41,59,95,4.6,1
1468,25,50,58,37,7.2,0
1469,21,66,91,45,6.3,1
1470,25,86,40,97,4.9,1
1471,17,58,88,38,2.7,1
1472,25,67,46,49,2.5,1
1473,18,71,53,58,4.3,1
1474,21,54,74,87,6.1,1
1475,19,76,58,38,0.5,1
1476,17,47,75,53,2.4,1
1477,23,68,83,50,7.1,1
1478,17,65,98,100,1.6,1
1479,25,49,69,42,3.1,1
1480,22,87,43,96,3.7,1
1481,17,64,37,69,3.3,1
1482,25,47,66,51,7.7,1
1483,21,92,45,99,4.5,1
1484,20,53,82,56,6.3,1
1485,20,89,92,40,4.3,1
1486,17,72,56,35,6.5,1
1487,17,96,69,67,7.5,1
1488,23,62,100,71,8.0,1
1489,17,43,73,46,1.3,1
1490,23,52,70,90,5.6,1
1491,20,75,78,68,4.9,1
1492,24,76,78,61,2.2,1
1493,24,77,37,52,7.7,1
1494,17,35,36,57,4.9,0
1495,23,97,85,45,4.4,1
1496,18,91,50,80,4.3,1
1497,23,80,84,57,6.6,1
1498,17,82,59,91,1.0,1
1499,17,37,70,80,1.8,1
1500,20,73,63,64,0.7,1
1501,24,39,70,98,7.7,1
1502,20,85,49,70,0.1,1
1503,25,59,57,43,4.0,1
1504,19,51,68,64,6.0,1
1505,25,70,59,37,5.8,1
1506,25,93,35,89,4.9,1
1507,17,76,90,87,6.8,1
1508,21,94,98,81,1.0,1
1509,25,63,41,70,6.1,1
1510,23,75,35,85,4.3,1
1511,20,38,63,89,2.7,1
1512,18,60,56,77,7.3,1
1513,21,47,38,96,0.5,1
1514,23,77,67,66,6.5,1
1515,18,78,41,77,3.8,1
1516,25,44,91,47,6.4,1
1517,24,45,42,39,4.6,0
1518,23,43,51,42,2.5,0
1519,24,90,43,48,0.4,1
1520,17,72,83,86,4.5,1
1521,18,87,64,36,4.9,1
1522,24,89,47,78,3.1,1
1523,17,77,59,48,3.6,1
1524,18,43,59,51,0.1,1
1525,25,88,96,91,2.1,1
1526,19,40,42,51,1.9,0
1527,21,100,80,74,4.7,1
1528,25,53,95,74,6.2,1
1529,22,36,53,42,2.3,0
1530,20,41,89,79,4.1,1
1531,20,60,43,78,7.8,1
1532,20,94,77,77,5.3,1
1533,21,55,48,93,3.3,1
1534,17,35,63,64,4.0,1
1535,24,65,96,77,5.0,1
1536,23,58,35,81,1.6,1
1537,17,38,49,53,0.6,0
1538,21,81,40,38,3.5,1
1539,20,57,63,68,1.6,1
1540,19,66,57,60,2.7,1
1541,17,68,47,37,1.4,1
1542,19,49,78,61,3.0,1
1543,21,82,82,56,3.6,1
1544,25,90,43,50,7.8,1
1545,19,51,59,59,7.1,1
1546,25,82,75,89,3.0,1
1547,20,59,72,54,7.4,1
1548,22,70,51,100,2.0,1
1549,24,45,95,43,1.7,1
1550,19,100,82,98,4.1,1
1551,25,76,82,96,3.7,1
1552,24,86,39,61,3.8,1
1553,20,92,65,85,7.2,1
1554,20,83,55,82,2.4,1
1555,21,52,45,72,4.4,1
1556,24,64,40,94,4.2,1
1557,25,89,92,94,5.0,1
1558,23,98,75,69,3.3,1
1559,23,91,64,68,0.2,1
1560,18,45,72,99,2.9,1
1561,25,45,70,64,4.4,1
1562,18,81,39,60,0.9,1
1563,22,77,67,73,1.6,1
1564,21,52,68,36,1.5,1
1565,21,79,86,86,2.3,1
1566,17,100,54,85,3.8,1
1567,20,61,95,64,1.8,1
1568,25,94,94,78,4.7,1
1569,18,59,89,88,2.5,1
1570,20,38,82,52,3.5,1
1571,19,36,98,80,2.4,1
1572,22,89,86,73,1.8,1
1573,22,39,52,54,4.7,0
1574,22,85,83,61,4.5,1
1575,23,84,59,95,0.5,1
1576,18,92,73,46,2.6,1
1577,19,57,39,97,0.8,1
1578,17,43,84,71,1.5,1
1579,20,43,93,42,1.9,1
1580,22,56,76,87,4.1,1
1581,23,49,51,88,1.3,1
1582,24,84,61,51,5.9,1
1583,20,95,55,74,2.5,1
1584,20,93,70,60,4.0,1
1585,17,92,43,86,7.9,1
1586,20,97,93,94,4.2,1
1587,17,71,93,79,5.9,1
1588,21,57,88,66,3.1,1
1589,19,90,93,84,7.2,1
1590,19,47,85,40,5.6,1
1591,20,55,70,72,7.1,1
1592,18,62,98,87,5.6,1
1593,25,82,44,48,1.0,1
1594,25,76,87,92,6.1,1
1595,19,99,40,94,2.0,1
1596,17,94,83,78,0.6,1
1597,23,85,39,36,6.8,1
1598,21,52,76,94,0.9,1
1599,24,45,66,91,3.7,1
1600,19,70,55,56,3.8,1
1601,17,57,72,50,4.9,1
1602,25,56,44,36,5.9,0
1603,21,80,57,62,1.2,1
1604,17,62,91,41,7.1,1
1605,25,48,84,74,5.1,1
1606,24,35,41,83,0.4,1
1607,20,82,65,60,7.4,1
1608,18,38,36,78,0.1,1
1609,20,43,63,47,5.4,1
1610,19,40,88,100,5.8,1
1611,18,76,59,61,6.5,1
1612,25,89,50,64,3.2,1
1613,20,76,57,36,0.8,1
1614,23,36,84,62,5.2,1
1615,24,70,82,40,1.8,1
1616,18,87,73,98,7.1,1
1617,18,56,67,47,5.7,1
1618,22,84,52,77,7.9,1
1619,19,75,96,43,5.1,1
1620,22,92,83,100,0.1,1
1621,20,36,64,37,4.0,0
1622,18,89,66,45,2.5,1
1623,17,98,72,60,1.1,1
1624,19,39,65,91,3.0,1
1625,22,75,40,88,1.1,1
1626,21,64,77,78,6.0,1
1627,20,41,66,63,1.6,1
1628,23,58,91,35,4.2,1
1629,18,43,59,41,7.0,0
1630,19,51,46,57,7.5,1
1631,25,61,65,99,6.6,1
1632,18,94,74,56,3.4,1
1633,20,57,66,73,2.0,1
1634,21,60,69,96,4.6,1
1635,18,81,85,83,7.6,1
1636,19,89,99,90,3.8,1
1637,19,96,37,83,6.6,1
1638,23,73,54,57,6.8,1
1639,21,74,93,71,3.0,1
1640,23,96,44,77,4.5,1
1641,19,60,54,59,5.7,1
1642,17,99,82,97,0.1,1
1643,23,85,82,84,7.4,1
1644,24,44,87,39,2.5,1
1645,18,55,59,90,3.1,1
1646,21,79,100,97,6.2,1
1647,22,84,89,66,5.6,1
1648,20,81,38,53,3.8,1
1649,21,53,67,66,4.8,1
1650,19,46,84,85,0.1,1
1651,18,59,89,56,4.1,1
1652,23,73,99,83,2.0,1
1653,21,46,48,79,5.9,1
1654,19,61,85,74,2.2,1
1655,17,97,35,47,7.9,1
1656,18,88,88,71,6.2,1
1657,23,82,58,52,1.4,1
1658,20,99,49,92,3.9,1
1659,20,42,58,59,1.5,1
1660,21,87,91,48,7.9,1
1661,19,45,83,50,0.6,1
1662,21,38,65,96,0.5,1
1663,24,47,36,42,5.4,0
1664,21,35,40,47,6.0,0
1665,20,35,83,69,4.2,1
1666,24,78,89,78,3.8,1
1667,22,78,75,65,5.5,1
1668,22,83,42,80,5.3,1
1669,22,35,93,86,6.5,1
1670,19,50,70,66,0.2,1
1671,22,95,100,87,3.6,1
1672,20,76,37,81,0.0,1
1673,17,76,91,64,7.8,1
1674,24,45,79,89,3.2,1
1675,24,47,84,72,7.9,1
1676,20,99,39,51,5.7,1
1677,24,73,94,56,6.4,1
1678,24,96,65,66,7.6,1
1679,20,46,48,90,1.4,1
1680,17,76,84,70,1.3,1
1681,20,95,50,52,5.8,1
1682,25,97,46,77,5.1,1
1683,20,43,78,83,7.5,1
1684,23,90,64,63,5.2,1
1685,21,46,49,46,0.9,0
1686,22,59,49,82,5.9,1
1687,19,83,35,74,6.8,1
1688,17,59,84,89,4.7,1
1689,22,51,63,48,6.2,1
1690,23,93,75,53,0.1,1
1691,21,98,93,53,6.7,1
1692,21,39,75,74,1.2,1
1693,25,50,70,96,7.9,1
1694,20,83,42,77,4.0,1
1695,19,61,63,41,6.6,1
1696,19,85,73,55,6.9,1
1697,17,78,89,95,4.4,1
